customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,"Store Pickup",Yes,23,"Debit Card",Annually,"Young Adult",365
780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,38,Cash,Annually,Senior,365
781,34,Male,Shoes,Footwear,26,"New York",M,Turquoise,Spring,3.6,Yes,"Free Shipping",Yes,38,Cash,Quarterly,Adult,90
782,30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3,Yes,"Store Pickup",Yes,12,"Credit Card",Fortnightly,"Young Adult",14
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,15,Cash,Weekly,"Young Adult",7
784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,"Next Day Air",Yes,38,PayPal,Fortnightly,Senior,14
786,46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4,Yes,"Next Day Air",Yes,37,PayPal,Fortnightly,Middle_aged,14
788,53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,"Free Shipping",Yes,25,Venmo,Weekly,Middle_aged,7
789,50,Male,Pants,Clothing,51,"Rhode Island",XL,Yellow,Summer,3.8,Yes,"Store Pickup",Yes,18,"Bank Transfer",Quarterly,Middle_aged,90
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,"Store Pickup",Yes,12,"Bank Transfer",Quarterly,"Young Adult",90
792,50,Male,Scarf,Accessories,44,"North Carolina",S,Magenta,Summer,3.1,Yes,"2-Day Shipping",Yes,35,PayPal,Fortnightly,Middle_aged,14
793,34,Male,Sneakers,Footwear,45,"New Jersey",M,Violet,Spring,4.2,Yes,"Next Day Air",Yes,45,Venmo,Weekly,Adult,7
794,24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,"Free Shipping",Yes,16,"Credit Card",Monthly,"Young Adult",30
795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,"Store Pickup",Yes,10,"Debit Card",Fortnightly,Senior,14
796,39,Male,Sandals,Footwear,26,"New York",M,Beige,Summer,4.6,Yes,"Store Pickup",Yes,34,Venmo,Annually,Adult,365
797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4,Yes,"2-Day Shipping",Yes,43,"Credit Card",Annually,Adult,365
798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4,Yes,"2-Day Shipping",Yes,38,"Debit Card",Weekly,Adult,7
800,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.8,Yes,"Free Shipping",Yes,31,PayPal,Annually,Middle_aged,365
802,25,Male,Belt,Accessories,29,"New Mexico",L,Blue,Fall,4.9,Yes,Express,Yes,12,"Credit Card",Fortnightly,"Young Adult",14
803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,"Next Day Air",Yes,2,"Bank Transfer",Weekly,Adult,7
805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,"Store Pickup",Yes,28,Venmo,Quarterly,Adult,90
806,41,Male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,"Next Day Air",Yes,40,"Debit Card",Monthly,Adult,30
807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,46,PayPal,Quarterly,Middle_aged,90
808,27,Male,T-shirt,Clothing,89,"New York",S,Brown,Winter,3.3,Yes,Express,Yes,15,"Credit Card",Weekly,"Young Adult",7
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,"Free Shipping",Yes,36,Venmo,Quarterly,"Young Adult",90
813,64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,32,"Credit Card",Weekly,Senior,7
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,"Store Pickup",Yes,14,"Debit Card",Annually,Middle_aged,365
815,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,8,PayPal,Monthly,"Young Adult",30
817,26,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,"Store Pickup",Yes,24,"Debit Card",Monthly,"Young Adult",30
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,"Store Pickup",Yes,30,PayPal,Fortnightly,"Young Adult",14
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,"Store Pickup",Yes,34,"Debit Card",Monthly,Senior,30
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,"Next Day Air",Yes,28,"Debit Card",Quarterly,Middle_aged,90
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,"2-Day Shipping",Yes,27,"Debit Card",Monthly,Middle_aged,30
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,23,"Bank Transfer",Annually,Adult,365
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,"Free Shipping",Yes,11,"Credit Card",Quarterly,Middle_aged,90
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3,Yes,"Store Pickup",Yes,48,Cash,Quarterly,Senior,90
826,27,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,"Next Day Air",Yes,17,Cash,Monthly,"Young Adult",30
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,36,PayPal,Weekly,Middle_aged,7
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,"Free Shipping",Yes,33,"Bank Transfer",Fortnightly,"Young Adult",14
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.7,Yes,"2-Day Shipping",Yes,14,"Credit Card",Fortnightly,Adult,14
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,5,"Credit Card",Annually,Adult,365
834,43,Male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,11,"Credit Card",Annually,Adult,365
835,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,Yes,"Free Shipping",Yes,18,"Credit Card",Weekly,Middle_aged,7
836,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,"Next Day Air",Yes,21,"Debit Card",Weekly,Adult,7
839,33,Male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,49,"Credit Card",Annually,Adult,365
841,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,Yes,"2-Day Shipping",Yes,18,PayPal,Weekly,Adult,7
842,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,"Store Pickup",Yes,28,PayPal,Fortnightly,Middle_aged,14
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,25,PayPal,Weekly,Senior,7
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,6,PayPal,Weekly,Senior,7
846,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,30,Venmo,Monthly,"Young Adult",30
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,42,"Debit Card",Quarterly,Middle_aged,90
848,53,Male,Hoodie,Clothing,44,"New Jersey",L,Blue,Fall,4.1,Yes,Standard,Yes,30,PayPal,Monthly,Middle_aged,30
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,24,PayPal,Quarterly,"Young Adult",90
851,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,"Store Pickup",Yes,13,Venmo,Monthly,Senior,30
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,19,"Debit Card",Monthly,Adult,30
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4,Yes,"Free Shipping",Yes,35,Cash,Monthly,Senior,30
855,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,"Free Shipping",Yes,22,Venmo,Monthly,"Young Adult",30
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3,Yes,"2-Day Shipping",Yes,14,"Credit Card",Quarterly,Senior,90
857,55,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,47,"Debit Card",Fortnightly,Middle_aged,14
859,19,Male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,Yes,"Free Shipping",Yes,33,PayPal,Weekly,"Young Adult",7
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4,Yes,"Next Day Air",Yes,7,"Debit Card",Monthly,Middle_aged,30
861,26,Male,Shoes,Footwear,87,"South Carolina",M,Maroon,Spring,4.1,Yes,Standard,Yes,3,Cash,Monthly,"Young Adult",30
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,13,PayPal,Fortnightly,"Young Adult",14
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,42,PayPal,Fortnightly,Middle_aged,14
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,"Next Day Air",Yes,5,PayPal,Annually,Middle_aged,365
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,"Store Pickup",Yes,23,Venmo,Annually,Senior,365
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,"Free Shipping",Yes,23,"Bank Transfer",Fortnightly,Adult,14
870,38,Male,Hat,Accessories,54,"New Hampshire",M,Silver,Spring,2.7,Yes,"2-Day Shipping",Yes,33,PayPal,Weekly,Adult,7
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,"Next Day Air",Yes,45,"Debit Card",Quarterly,Middle_aged,90
873,56,Male,Jeans,Clothing,33,"North Dakota",M,Pink,Spring,2.9,Yes,Standard,Yes,25,Cash,Quarterly,Middle_aged,90
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,"Free Shipping",Yes,24,Venmo,Quarterly,Middle_aged,90
877,41,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,Yes,"2-Day Shipping",Yes,1,"Debit Card",Weekly,Adult,7
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,37,"Debit Card",Weekly,"Young Adult",7
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,"Free Shipping",Yes,14,PayPal,Quarterly,Senior,90
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,25,"Debit Card",Monthly,Adult,30
882,52,Male,Sandals,Footwear,61,"South Carolina",M,Silver,Summer,2.7,Yes,"Next Day Air",Yes,18,Venmo,Annually,Middle_aged,365
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,"Free Shipping",Yes,30,"Bank Transfer",Monthly,"Young Adult",30
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,34,"Bank Transfer",Weekly,Senior,7
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,48,"Bank Transfer",Monthly,"Young Adult",30
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,"2-Day Shipping",Yes,33,PayPal,Fortnightly,Senior,14
889,49,Male,Scarf,Accessories,77,"New Hampshire",S,Gold,Spring,3.8,Yes,Express,Yes,44,Cash,Annually,Middle_aged,365
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,"Free Shipping",Yes,50,Venmo,Weekly,Senior,7
891,52,Male,Gloves,Accessories,51,"New York",S,Purple,Spring,4.3,Yes,"2-Day Shipping",Yes,47,"Credit Card",Monthly,Middle_aged,30
893,31,Male,Shorts,Clothing,64,"New Mexico",L,Gray,Summer,2.7,Yes,"Free Shipping",Yes,43,"Debit Card",Monthly,"Young Adult",30
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,14,Venmo,Monthly,Adult,30
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,"Free Shipping",Yes,3,"Debit Card",Quarterly,Adult,90
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,"Next Day Air",Yes,33,"Debit Card",Quarterly,Adult,90
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,38,Cash,Fortnightly,Senior,14
898,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,46,Venmo,Weekly,"Young Adult",7
900,65,Male,Sweater,Clothing,58,"Rhode Island",M,Peach,Summer,4,Yes,Standard,Yes,20,PayPal,Annually,Senior,365
901,54,Male,Hat,Accessories,98,"West Virginia",L,Gray,Fall,3.3,Yes,"Free Shipping",Yes,42,"Bank Transfer",Quarterly,Middle_aged,90
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,"2-Day Shipping",Yes,34,Cash,Monthly,Senior,30
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,"Next Day Air",Yes,5,Cash,Monthly,Adult,30
904,44,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,3,PayPal,Quarterly,Adult,90
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,16,Venmo,Annually,Middle_aged,365
910,61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,36,PayPal,Weekly,Senior,7
911,49,Male,Hoodie,Clothing,25,"South Carolina",S,Pink,Spring,3.4,Yes,Express,Yes,22,"Credit Card",Monthly,Middle_aged,30
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,"2-Day Shipping",Yes,2,"Bank Transfer",Quarterly,Middle_aged,90
913,24,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,"Next Day Air",Yes,32,"Bank Transfer",Monthly,"Young Adult",30
916,31,Male,Dress,Clothing,22,"Rhode Island",L,Purple,Winter,2.9,Yes,"Store Pickup",Yes,33,"Credit Card",Fortnightly,"Young Adult",14
917,49,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,16,Venmo,Monthly,Middle_aged,30
918,69,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,11,"Bank Transfer",Quarterly,Senior,90
919,65,Male,Shorts,Clothing,42,"North Carolina",M,Orange,Spring,4.3,Yes,"2-Day Shipping",Yes,11,Cash,Fortnightly,Senior,14
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,"Free Shipping",Yes,37,Cash,Weekly,Adult,7
922,70,Male,Coat,Outerwear,24,"South Dakota",L,Silver,Summer,4.1,Yes,Express,Yes,18,PayPal,Weekly,Senior,7
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,13,"Credit Card",Monthly,Senior,30
924,55,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,"2-Day Shipping",Yes,7,PayPal,Weekly,Middle_aged,7
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,37,Cash,Quarterly,Middle_aged,90
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,8,Cash,Monthly,"Young Adult",30
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,"2-Day Shipping",Yes,26,"Debit Card",Fortnightly,Senior,14
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,24,"Bank Transfer",Fortnightly,"Young Adult",14
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,"Store Pickup",Yes,33,"Debit Card",Monthly,Senior,30
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,21,"Bank Transfer",Monthly,Middle_aged,30
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,"Store Pickup",Yes,2,"Bank Transfer",Fortnightly,Senior,14
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,"Free Shipping",Yes,28,Cash,Weekly,"Young Adult",7
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,18,Venmo,Quarterly,Adult,90
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,"Free Shipping",Yes,21,"Debit Card",Fortnightly,Adult,14
940,25,Male,T-shirt,Clothing,89,"New York",L,Indigo,Winter,4.8,Yes,"Next Day Air",Yes,24,"Credit Card",Monthly,"Young Adult",30
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,"Next Day Air",Yes,13,Venmo,Fortnightly,Adult,14
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,"Next Day Air",Yes,4,PayPal,Quarterly,Middle_aged,90
950,33,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,49,Venmo,Monthly,Adult,30
951,54,Male,Backpack,Accessories,37,"New Mexico",XL,Turquoise,Winter,4.1,Yes,"Free Shipping",Yes,30,PayPal,Quarterly,Middle_aged,90
952,47,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,34,"Bank Transfer",Monthly,Middle_aged,30
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,"2-Day Shipping",Yes,28,PayPal,Monthly,Adult,30
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,"2-Day Shipping",Yes,36,Venmo,Quarterly,Senior,90
956,55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,"Free Shipping",Yes,4,PayPal,Monthly,Middle_aged,30
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,"2-Day Shipping",Yes,42,"Debit Card",Quarterly,"Young Adult",90
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,"Store Pickup",Yes,11,Cash,Quarterly,Adult,90
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,12,Cash,Fortnightly,Adult,14
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,20,Venmo,Quarterly,"Young Adult",90
962,62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,"Next Day Air",Yes,37,"Debit Card",Quarterly,Senior,90
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,26,"Debit Card",Fortnightly,"Young Adult",14
964,21,Male,Boots,Footwear,63,"South Carolina",L,Green,Spring,2.5,Yes,"2-Day Shipping",Yes,14,"Credit Card",Weekly,"Young Adult",7
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5,Yes,"Store Pickup",Yes,10,"Credit Card",Annually,Adult,365
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,19,Cash,Annually,Senior,365
968,27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Yes,"Store Pickup",Yes,4,Cash,Weekly,"Young Adult",7
969,57,Male,Shorts,Clothing,67,"North Carolina",L,Gray,Summer,3.1,Yes,"Next Day Air",Yes,48,"Bank Transfer",Quarterly,Middle_aged,90
970,40,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Express,Yes,37,PayPal,Monthly,Adult,30
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,Yes,"Free Shipping",Yes,4,Cash,Monthly,Middle_aged,30
972,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,"Next Day Air",Yes,15,"Credit Card",Weekly,Middle_aged,7
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3,Yes,Standard,Yes,33,"Credit Card",Weekly,Senior,7
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,"2-Day Shipping",Yes,30,"Bank Transfer",Quarterly,Senior,90
975,69,Male,Skirt,Clothing,90,"North Carolina",M,Beige,Spring,3.6,Yes,"2-Day Shipping",Yes,23,"Bank Transfer",Monthly,Senior,30
976,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,"2-Day Shipping",Yes,2,"Bank Transfer",Weekly,Senior,7
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,33,"Credit Card",Weekly,Middle_aged,7
980,64,Male,Hat,Accessories,33,"New Hampshire",S,Brown,Fall,3.5,Yes,"Store Pickup",Yes,34,"Debit Card",Monthly,Senior,30
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,"Next Day Air",Yes,47,"Credit Card",Quarterly,"Young Adult",90
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,37,PayPal,Monthly,Adult,30
986,32,Male,Handbag,Accessories,80,"West Virginia",M,Gray,Fall,5,Yes,Express,Yes,12,"Bank Transfer",Annually,Adult,365
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,"Store Pickup",Yes,36,"Bank Transfer",Monthly,Middle_aged,30
988,62,Male,Handbag,Accessories,47,"West Virginia",M,Charcoal,Summer,2.8,Yes,Express,Yes,48,PayPal,Weekly,Senior,7
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,"2-Day Shipping",Yes,47,PayPal,Fortnightly,Middle_aged,14
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,"Store Pickup",Yes,2,"Bank Transfer",Monthly,Senior,30
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,"Store Pickup",Yes,24,Cash,Weekly,Middle_aged,7
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,50,"Debit Card",Weekly,Middle_aged,7
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,"Store Pickup",Yes,25,Cash,Weekly,Middle_aged,7
995,53,Male,Shoes,Footwear,68,"New York",L,Violet,Fall,3.2,Yes,Express,Yes,20,"Debit Card",Monthly,Middle_aged,30
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3,Yes,"2-Day Shipping",Yes,10,Venmo,Weekly,Adult,7
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,32,"Bank Transfer",Quarterly,"Young Adult",90
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,31,Cash,Fortnightly,Senior,14
1000,50,Male,Socks,Clothing,28,"New Mexico",L,Brown,Spring,2.9,Yes,Standard,Yes,23,"Debit Card",Monthly,Middle_aged,30
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,4,"Debit Card",Fortnightly,Senior,14
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,"2-Day Shipping",Yes,44,Cash,Annually,Adult,365
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,"Next Day Air",Yes,50,Venmo,Quarterly,"Young Adult",90
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,2,"Credit Card",Annually,Senior,365
1009,41,Male,Scarf,Accessories,85,"New Mexico",M,Pink,Spring,2.6,Yes,"Store Pickup",Yes,29,PayPal,Annually,Adult,365
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,11,Venmo,Annually,Adult,365
1011,54,Male,Jeans,Clothing,24,"South Dakota",XL,Gray,Spring,4.7,Yes,"2-Day Shipping",Yes,37,"Credit Card",Fortnightly,Middle_aged,14
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,"Next Day Air",Yes,32,"Debit Card",Fortnightly,Adult,14
1013,28,Male,Sandals,Footwear,37,"New Mexico",L,Teal,Summer,3.8,Yes,Express,Yes,27,"Credit Card",Annually,"Young Adult",365
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3,Yes,Standard,Yes,36,"Debit Card",Fortnightly,"Young Adult",14
1016,68,Male,Gloves,Accessories,24,"North Carolina",M,Cyan,Summer,4.1,Yes,Standard,Yes,34,Cash,Weekly,Senior,7
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,14,"Credit Card",Annually,"Young Adult",365
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,"Next Day Air",Yes,46,Cash,Weekly,Middle_aged,7
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,41,"Debit Card",Annually,"Young Adult",365
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,"2-Day Shipping",Yes,39,PayPal,Weekly,Middle_aged,7
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,"Store Pickup",Yes,7,Cash,Annually,Senior,365
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,"Free Shipping",Yes,18,Venmo,Quarterly,"Young Adult",90
1026,60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,"Free Shipping",Yes,15,"Credit Card",Annually,Senior,365
1028,33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,"Next Day Air",Yes,11,Cash,Monthly,Adult,30
1029,45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,4,Cash,Fortnightly,Middle_aged,14
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,"Next Day Air",Yes,37,"Debit Card",Quarterly,Senior,90
1032,22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,"Free Shipping",Yes,32,Cash,Quarterly,"Young Adult",90
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4,Yes,"Free Shipping",Yes,44,"Credit Card",Quarterly,Middle_aged,90
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,"Free Shipping",Yes,41,"Bank Transfer",Quarterly,"Young Adult",90
1035,68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,"Next Day Air",Yes,44,"Bank Transfer",Weekly,Senior,7
